Exp,Cell,TimeMin,Signal,Smoothed,Pred,State,Threshold
enhUP_raw,2,14.666666666666666,0.4415,0.5044238509481286,0.3479113924050633,1.0,0.23
enhUP_raw,2,15.0,0.672,0.5295150653673262,0.5808227848101266,1.0,0.23
enhUP_raw,2,15.333333333333334,0.995,0.8757932568275288,0.8137341772151899,1.0,0.23
enhUP_raw,2,15.666666666666666,0.5535,0.7691403060174865,1.0466455696202532,0.0,0.23
enhUP_raw,2,16.0,0.9565,0.7042621271866221,0.8137341772151899,1.0,0.23
enhUP_raw,2,16.333333333333332,1.317,1.1381208404553966,1.0466455696202532,1.0,0.23
enhUP_raw,2,16.666666666666668,1.6975,1.5499922719178465,1.2795569620253164,1.0,0.23
enhUP_raw,2,17.0,1.389,1.6125300323273288,1.5124683544303796,0.0,0.23
enhUP_raw,2,17.333333333333332,0.673,0.9795952432868811,1.2795569620253164,0.0,0.23
enhUP_raw,2,17.666666666666668,1.183,0.9156684396539331,1.0466455696202532,0.0,0.23
enhUP_raw,2,18.0,0.6575,0.925551329715133,0.8137341772151899,0.0,0.23
enhUP_raw,2,18.333333333333332,1.0785,0.8273723413278464,0.5808227848101267,1.0,0.23
enhUP_raw,2,18.666666666666668,1.1985,1.163856368661137,0.8137341772151899,1.0,0.23
enhUP_raw,2,19.0,1.219,1.254341571693762,1.0466455696202532,0.0,0.23
enhUP_raw,2,19.333333333333332,0.616,0.8716059594374189,0.8137341772151899,0.0,0.23
enhUP_raw,2,19.666666666666668,1.365,0.9727846213912429,0.5808227848101267,1.0,0.23
enhUP_raw,2,20.0,1.041,1.2370699459489856,0.8137341772151899,1.0,0.23
enhUP_raw,2,20.333333333333332,1.247,1.1184256959325876,1.0466455696202532,1.0,0.23
enhUP_raw,2,20.666666666666668,1.328,1.2586384915472586,1.2795569620253164,1.0,0.23
enhUP_raw,2,21.0,1.984,1.6161291170563732,1.5124683544303796,1.0,0.23
enhUP_raw,2,21.333333333333332,2.697,2.384476145340417,1.7453797468354428,1.0,0.23
enhUP_raw,2,21.666666666666668,2.6615,2.759872722563643,1.978291139240506,1.0,0.23
enhUP_raw,2,22.0,2.107,2.416914227238028,2.2112025316455695,0.0,0.23
enhUP_raw,2,22.333333333333332,1.558,1.783495685603678,1.978291139240506,0.0,0.23
enhUP_raw,2,22.666666666666668,1.7785,1.6359989437745333,1.7453797468354428,0.0,0.23
enhUP_raw,2,23.0,1.7335,1.7433953833484226,1.5124683544303796,1.0,0.23
enhUP_raw,2,23.333333333333332,2.1515,1.9554448035625698,1.7453797468354428,1.0,0.23
enhUP_raw,2,23.666666666666668,1.898,1.998367589393017,1.978291139240506,1.0,0.23
enhUP_raw,2,24.0,2.7325,2.295306120570718,2.2112025316455695,1.0,0.23
enhUP_raw,2,24.333333333333332,2.8015,2.866158051641187,2.4441139240506327,1.0,0.23
enhUP_raw,2,24.666666666666668,2.0685,2.4617501790472716,2.6770253164556963,0.0,0.23
enhUP_raw,2,25.0,1.7245,1.8998950186385157,2.4441139240506327,0.0,0.23
enhUP_raw,2,25.333333333333332,0.9375,1.301306100637985,2.2112025316455695,0.0,0.23
enhUP_raw,2,25.666666666666668,1.057,0.931779573144139,1.978291139240506,0.0,0.23
enhUP_raw,2,26.0,1.3065,1.2227040559191211,1.7453797468354428,1.0,0.23
enhUP_raw,2,26.333333333333332,0.7735,1.0556465128087686,1.978291139240506,0.0,0.23
enhUP_raw,2,26.666666666666668,0.7735,0.7111091925170425,1.7453797468354428,0.0,0.23
enhUP_raw,2,27.0,1.228,0.9939520213814917,1.5124683544303796,1.0,0.23
enhUP_raw,2,27.333333333333332,1.337,1.3601376525207796,1.7453797468354428,0.0,0.23
enhUP_raw,2,27.666666666666668,0.5615,0.9332464140182245,1.5124683544303796,0.0,0.23
enhUP_raw,2,28.0,0.927,0.7015482696192762,1.2795569620253164,0.0,0.23
